account_id,customer_id,account_type,branch_code,opening_date,current_balance,available_balance,currency,account_status,freeze_status,last_transaction_date
ACC000003444,CUST0004416,SAVINGS,BR0114,2021-08-16,31839.79,29349.12,INR,ACTIVE,N,2024-04-23
ACC000003445,CUST0006697,CURRENT,BR0072,2021-06-08,270012.24,251211.07,INR,ACTIVE,N,2025-04-04
ACC000003446,CUST0008166,SALARY,BR0026,2015-10-14,9344.31,6471.81,INR,ACTIVE,N,2025-02-17
ACC000003447,CUST0006021,SAVINGS,BR0049,2024-03-30,129060.18,105187.11,INR,ACTIVE,N,2026-01-25
ACC000003448,CUST0009074,SALARY,BR0053,2014-01-07,86450.73,61394.49,INR,ACTIVE,N,2024-01-24
ACC000003449,CUST0004163,SAVINGS,BR0033,2025-03-20,33684.79,14523.87,INR,ACTIVE,N,2025-03-22
ACC000003450,CUST0006570,SAVINGS,BR0083,2024-10-09,12118.99,6807.46,INR,ACTIVE,N,2025-02-13
ACC000003451,CUST0003857,SAVINGS,BR0099,2013-10-09,78100.18,50726.85,INR,ACTIVE,N,2023-03-27
ACC000003452,CUST0006759,SAVINGS,BR0095,2025-12-25,114088.63,64681.71,INR,ACTIVE,N,2026-04-11
ACC000003453,CUST0003682,CURRENT,BR0109,2020-01-20,404359.87,384324.9,INR,ACTIVE,Y,2025-09-09
ACC000003454,CUST0009313,SALARY,BR0042,2019-06-09,391471.75,367898.31,INR,ACTIVE,N,2025-12-22
ACC000003455,CUST0003613,CURRENT,BR0025,2016-01-30,79393.46,53743.12,INR,ACTIVE,N,2024-10-03
ACC000003456,CUST0007755,SAVINGS,BR0012,2018-08-08,187464.24,159107.96,INR,ACTIVE,N,2025-03-09
ACC000003457,CUST0005440,SAVINGS,BR0033,2026-05-17,103640.11,73788.79,INR,ACTIVE,N,2026-06-08
ACC000003458,CUST0000248,SAVINGS,BR0026,2016-03-28,223204.39,195078.07,INR,ACTIVE,N,2025-04-04
ACC000003459,CUST0000667,CURRENT,BR0042,2019-12-26,126318.94,117699.82,INR,ACTIVE,Y,2025-04-14
ACC000003460,CUST0001811,SAVINGS,BR0095,2017-05-08,100549.03,81334.34,INR,ACTIVE,N,2023-08-07
ACC000003461,CUST0009641,SAVINGS,BR0091,2015-10-23,121210.69,99226.63,INR,ACTIVE,N,2024-10-17
ACC000003462,CUST0005507,SAVINGS,BR0048,2025-11-30,55143.59,6480.07,INR,ACTIVE,N,2026-02-19
ACC000003463,CUST0009989,CURRENT,BR0079,2014-02-27,82790.7,43555.93,INR,ACTIVE,N,2026-05-18
ACC000003464,CUST0005150,FIXED_DEPOSIT,BR0079,2019-09-06,138102.79,119027.31,INR,ACTIVE,N,2025-03-11
ACC000003465,CUST0009938,SAVINGS,BR0061,2018-10-01,159376.99,135222.51,INR,ACTIVE,N,2024-02-04
ACC000003466,CUST0006081,CURRENT,BR0108,2015-06-01,18731.69,4564.62,INR,ACTIVE,N,2023-01-28
ACC000003467,CUST0004054,SAVINGS,BR0012,2015-09-04,200274.56,161829.68,INR,ACTIVE,N,2023-09-04
ACC000003468,CUST0004379,CURRENT,BR0034,2026-02-23,56359.07,7142.42,INR,ACTIVE,N,2026-05-11
ACC000003469,CUST0004756,SAVINGS,BR0042,2020-04-28,41717.45,23532.72,INR,ACTIVE,N,2026-06-09
ACC000003470,CUST0009325,SAVINGS,BR0115,2019-08-02,181534.35,133405.33,INR,BLOCKED,Y,2023-12-11
ACC000003471,CUST0000734,SAVINGS,BR0085,2022-05-20,4746.03,885.07,INR,CLOSED,N,2026-07-26
ACC000003472,CUST0002708,FIXED_DEPOSIT,BR0001,2020-05-01,164323.83,126512.43,INR,ACTIVE,N,2025-04-13
ACC000003473,CUST0004899,SAVINGS,BR0053,2013-06-30,81796.26,55897.08,INR,ACTIVE,N,2025-10-30
ACC000003474,CUST0008201,CURRENT,BR0073,2021-11-08,91891.25,91008.02,INR,ACTIVE,N,2024-04-02
ACC000003475,CUST0007662,SAVINGS,BR0094,2015-10-03,234947.53,185788.7,INR,ACTIVE,N,2026-06-07
ACC000003476,CUST0007929,SAVINGS,BR0101,2019-03-06,24888.37,13776.27,INR,ACTIVE,N,2026-04-04
ACC000003477,CUST0000724,SAVINGS,BR0081,2014-11-21,75142.12,55581.53,USD,ACTIVE,N,2025-05-16
ACC000003478,CUST0006949,SAVINGS,BR0030,2014-09-22,18067.4,10371.11,INR,ACTIVE,N,2023-05-29
ACC000003479,CUST0006649,CURRENT,BR0100,2023-08-01,178894.48,173460.86,INR,BLOCKED,Y,2026-04-16
ACC000003480,CUST0006088,CURRENT,BR0085,2013-03-28,153640.69,116331.52,INR,ACTIVE,N,2023-08-09
ACC000003481,CUST0005483,SAVINGS,BR0081,2026-03-28,24842.53,1077.89,EUR,ACTIVE,N,2026-05-17
ACC000003482,CUST0009780,CURRENT,BR0007,2017-04-11,442435.08,416495.52,INR,ACTIVE,N,2026-07-16
ACC000003483,CUST0000569,SAVINGS,BR0073,2023-03-01,22094.96,1295.77,INR,ACTIVE,N,2025-04-08
ACC000003484,CUST0006200,SAVINGS,BR0109,2017-03-11,193394.96,161432.59,INR,ACTIVE,N,2024-12-23
ACC000003485,CUST0007187,SAVINGS,BR0099,2025-07-24,107742.66,98763.55,INR,ACTIVE,N,2026-06-25
ACC000003486,CUST0007748,FIXED_DEPOSIT,BR0120,2022-01-28,69263.57,68803.21,INR,DORMANT,N,2026-05-08
ACC000003487,CUST0009494,CURRENT,BR0113,2019-05-28,134815.06,128209.71,INR,ACTIVE,N,2023-10-16
ACC000003488,CUST0004431,SAVINGS,BR0037,2025-09-02,20453.06,6318.67,INR,ACTIVE,N,2026-07-13
ACC000003489,CUST0003831,SAVINGS,BR0047,2014-11-21,100649.82,73100.7,INR,ACTIVE,N,2024-04-20
ACC000003490,CUST0006179,SAVINGS,BR0019,2016-09-12,30154.35,13875.07,INR,ACTIVE,N,2026-05-23
ACC000003491,CUST0001862,SAVINGS,BR0083,2022-12-21,43500.7,39216.87,INR,ACTIVE,N,2025-12-08
ACC000003492,CUST0001973,SAVINGS,BR0036,2019-01-09,43290.9,7660.28,INR,ACTIVE,N,2025-01-27
ACC000003493,CUST0009054,SAVINGS,BR0019,2022-02-28,78265.38,55346.15,INR,ACTIVE,N,2023-10-26
ACC000003494,CUST0002113,CURRENT,BR0037,2020-02-19,298232.66,253885.67,INR,ACTIVE,N,2025-07-17
ACC000003495,CUST0000877,SAVINGS,BR0001,2015-01-01,119996.65,115518.54,INR,ACTIVE,N,2025-11-21
ACC000003496,CUST0009522,CURRENT,BR0111,2022-06-17,19884.08,3000.79,EUR,ACTIVE,N,2025-04-23
ACC000003497,CUST0003262,FIXED_DEPOSIT,BR0021,2022-01-03,30315.25,6045.11,INR,ACTIVE,N,2026-05-18
ACC000003498,CUST0009503,SAVINGS,BR0027,2024-08-18,62831.94,42353.32,INR,ACTIVE,N,2026-06-25
ACC000003499,CUST0005214,SAVINGS,BR0020,2015-10-24,103420.13,77856.17,INR,ACTIVE,N,2023-01-13
ACC000003500,CUST0003162,SAVINGS,BR0051,2013-05-31,255664.95,210469.08,INR,ACTIVE,N,2025-02-02
ACC000003501,CUST0004818,CURRENT,BR0101,2025-02-23,145429.94,124193.28,INR,ACTIVE,N,2025-08-25
ACC000003502,CUST0000376,SALARY,BR0006,2019-05-21,131198.81,119004.34,INR,ACTIVE,N,2025-06-16
ACC000003503,CUST0003709,SAVINGS,BR0040,2024-08-19,80156.16,36738.16,INR,BLOCKED,Y,2025-01-23
ACC000003504,CUST0007776,SAVINGS,BR0021,2022-06-18,117556.97,87531.75,INR,ACTIVE,N,2025-03-06
ACC000003505,CUST0009619,SAVINGS,BR0058,2019-06-28,227284.9,192918.39,INR,ACTIVE,N,2025-08-25
ACC000003506,CUST0003214,SAVINGS,BR0097,2013-12-21,176502.67,150396.77,INR,ACTIVE,N,2025-09-17
ACC000003507,CUST0000290,SAVINGS,BR0065,2020-07-27,79012.1,53653.29,INR,ACTIVE,N,2025-09-01
ACC000003508,CUST0005974,SAVINGS,BR0112,2019-04-06,108926.33,105997.42,INR,ACTIVE,N,2026-01-06
ACC000003509,CUST0009362,SAVINGS,BR0061,2023-12-30,85450.4,58092.69,INR,CLOSED,N,2025-09-26
ACC000003510,CUST0001646,SAVINGS,BR0070,2019-07-12,484658.16,449449.83,INR,ACTIVE,N,2025-11-11
ACC000003511,CUST0009151,SAVINGS,BR0056,2026-02-13,188939.79,174912.54,INR,ACTIVE,N,2026-05-29
ACC000003512,CUST0000369,SALARY,BR0051,2017-08-23,9084.67,22.19,INR,ACTIVE,N,2025-07-20
ACC000003513,CUST0005188,SAVINGS,BR0093,2026-04-10,441171.83,418276.46,INR,ACTIVE,N,2026-06-23
ACC000003514,CUST0009298,SAVINGS,BR0109,2019-06-14,130142.46,114109.26,INR,ACTIVE,Y,2023-04-17
ACC000003515,CUST0009621,SAVINGS,BR0053,2024-10-08,61035.79,32811.93,INR,ACTIVE,N,2025-03-13
ACC000003516,CUST0001252,CURRENT,BR0114,2025-06-16,140059.9,120400.29,INR,ACTIVE,N,2026-07-06
ACC000003517,CUST0006671,CURRENT,BR0015,2020-08-06,89034.21,42630.9,USD,ACTIVE,N,2026-03-13
ACC000003518,CUST0007431,SAVINGS,BR0115,2020-08-08,665078.96,620688.36,INR,DORMANT,N,2024-10-28
ACC000003519,CUST0005910,SAVINGS,BR0060,2022-01-18,320179.89,313426.97,INR,ACTIVE,N,2023-10-17
ACC000003520,CUST0008764,SALARY,BR0106,2026-03-22,317441.61,293108.47,INR,ACTIVE,N,2026-07-23
ACC000003521,CUST0007979,SAVINGS,BR0090,2016-03-12,32639.77,14715.33,INR,ACTIVE,N,2025-01-09
ACC000003522,CUST0000281,SAVINGS,BR0099,2024-10-09,184889.92,180185.95,INR,ACTIVE,N,2025-05-18
ACC000003523,CUST0003391,SAVINGS,BR0051,2017-10-22,36633.43,16843.31,INR,ACTIVE,N,2024-06-24
ACC000003524,CUST0004674,SALARY,BR0092,2019-06-06,33706.96,19280.48,INR,ACTIVE,N,2025-05-08
ACC000003525,CUST0005014,SAVINGS,BR0081,2016-03-09,42975.62,28403.18,INR,ACTIVE,N,2023-06-08
ACC000003526,CUST0009530,CURRENT,BR0115,2014-08-19,154613.76,145634.19,INR,ACTIVE,N,2023-12-12
ACC000003527,CUST0000067,SAVINGS,BR0062,2025-05-12,177246.78,147888.8,INR,ACTIVE,N,2025-07-27
ACC000003528,CUST0001468,SAVINGS,BR0110,2023-09-17,290806.71,255399.29,EUR,ACTIVE,N,2024-05-25
ACC000003529,CUST0004832,SAVINGS,BR0037,2015-08-08,217595.84,179401.38,INR,ACTIVE,N,2023-05-26
ACC000003530,CUST0003077,SAVINGS,BR0105,2015-05-19,78157.03,54985.06,INR,ACTIVE,N,2026-01-22
ACC000003531,CUST0004352,SAVINGS,BR0007,2017-03-12,24665.78,10273.94,INR,ACTIVE,N,2026-01-18
ACC000003532,CUST0009799,SAVINGS,BR0016,2023-01-03,50726.54,7473.85,INR,CLOSED,N,2024-11-09
ACC000003533,CUST0007121,FIXED_DEPOSIT,BR0043,2023-01-30,57988.69,11539.04,INR,ACTIVE,N,2023-06-26
ACC000003534,CUST0005339,SAVINGS,BR0015,2020-11-18,303051.25,298024.48,INR,ACTIVE,N,2025-06-28
ACC000003535,CUST0001750,SAVINGS,BR0107,2026-05-23,80012.2,43725.33,INR,ACTIVE,N,2026-07-10
ACC000003536,CUST0008794,SAVINGS,BR0093,2023-12-08,254079.35,213881.19,INR,ACTIVE,N,2026-07-02
ACC000003537,CUST0006192,CURRENT,BR0041,2021-01-06,66056.98,55857.16,INR,ACTIVE,N,2025-11-13
ACC000003538,CUST0007075,SAVINGS,BR0111,2014-03-27,47630.45,30250.55,INR,ACTIVE,N,2024-02-01
ACC000003539,CUST0005828,SAVINGS,BR0057,2013-01-09,92573.88,80479.57,INR,ACTIVE,N,2024-12-07
ACC000003540,CUST0001998,SAVINGS,BR0003,2023-06-24,326105.34,310140.57,INR,ACTIVE,N,2026-06-29
ACC000003541,CUST0007883,SAVINGS,BR0077,2022-09-18,210253.7,163896.33,INR,ACTIVE,N,2025-04-26
ACC000003542,CUST0003556,SAVINGS,BR0085,2014-10-10,41634.36,40603.7,INR,ACTIVE,N,2025-04-16
ACC000003543,CUST0003214,SAVINGS,BR0026,2017-03-31,55454.51,43822.81,INR,ACTIVE,N,2025-03-29
ACC000003544,CUST0007706,CURRENT,BR0093,2016-02-12,507503.02,464619.1,INR,ACTIVE,N,2024-02-26
ACC000003545,CUST0001540,SAVINGS,BR0100,2021-11-28,109256.48,104597.74,INR,ACTIVE,N,2023-01-18
ACC000003546,CUST0009218,SAVINGS,BR0104,2018-05-24,32795.15,2030.11,INR,BLOCKED,Y,2026-02-19
ACC000003547,CUST0006304,SAVINGS,BR0013,2013-10-10,237651.16,190520.31,INR,ACTIVE,N,2023-01-14
ACC000003548,CUST0003138,SALARY,BR0114,2014-02-20,230589.02,226563.32,INR,ACTIVE,N,2023-04-26
ACC000003549,CUST0006059,SAVINGS,BR0081,2025-12-10,13177.74,1793.26,INR,ACTIVE,N,2026-04-25
ACC000003550,CUST0003376,SAVINGS,BR0014,2017-02-10,420239.49,394659.29,INR,ACTIVE,N,2023-12-21
ACC000003551,CUST0005329,SAVINGS,BR0072,2025-02-21,884139.5,851878.79,INR,ACTIVE,N,2025-12-06
ACC000003552,CUST0009250,SAVINGS,BR0015,2015-09-28,427876.22,385256.42,INR,ACTIVE,N,2024-01-26
ACC000003553,CUST0003316,CURRENT,BR0031,2013-10-20,14504.55,6597.24,INR,ACTIVE,N,2023-10-01
ACC000003554,CUST0009754,CURRENT,BR0077,2021-02-01,156491.84,124534.94,INR,ACTIVE,N,2023-10-20
ACC000003555,CUST0001935,SAVINGS,BR0094,2021-04-01,170196.86,168084.21,INR,ACTIVE,N,2024-12-12
ACC000003556,CUST0008761,SAVINGS,BR0119,2019-11-20,123482.33,97901.87,INR,ACTIVE,N,2024-04-28
ACC000003557,CUST0008081,SAVINGS,BR0026,2020-04-14,719036.28,677261.17,INR,ACTIVE,N,2024-02-01
ACC000003558,CUST0000995,SAVINGS,BR0040,2016-12-22,128507.04,113857.69,INR,ACTIVE,N,2023-06-21
ACC000003559,CUST0006247,SAVINGS,BR0047,2020-09-07,342408.08,322545.81,USD,ACTIVE,N,2023-11-03
ACC000003560,CUST0001525,SAVINGS,BR0020,2018-12-30,41440.85,8927.47,INR,ACTIVE,N,2023-04-17
ACC000003561,CUST0001899,SAVINGS,BR0015,2021-04-14,82550.84,55808.2,GBP,ACTIVE,N,2023-03-16
ACC000003562,CUST0005456,SAVINGS,BR0030,2023-12-18,41700.07,31099.38,INR,ACTIVE,N,2024-01-03
ACC000003563,CUST0003276,SAVINGS,BR0078,2018-07-08,488446.0,483874.7,INR,DORMANT,N,2023-03-15
ACC000003564,CUST0003347,CURRENT,BR0120,2015-03-07,128897.64,105358.87,INR,BLOCKED,Y,2024-03-12
ACC000003565,CUST0007460,SAVINGS,BR0008,2020-12-08,38725.12,16796.94,INR,ACTIVE,N,2023-07-20
ACC000003566,CUST0004616,SAVINGS,BR0103,2023-11-26,24340.38,8196.65,INR,ACTIVE,N,2024-08-02
ACC000003567,CUST0000576,SAVINGS,BR0005,2016-04-25,164755.67,117248.58,INR,ACTIVE,N,2025-05-02
ACC000003568,CUST0006097,SAVINGS,BR0080,2023-12-18,52042.33,5778.89,INR,DORMANT,N,2026-02-19
ACC000003569,CUST0000353,FIXED_DEPOSIT,BR0064,2014-11-25,191085.56,162931.9,INR,ACTIVE,N,2025-11-13
ACC000003570,CUST0006660,SALARY,BR0113,2015-12-04,96580.14,86214.51,INR,ACTIVE,N,2025-02-21
ACC000003571,CUST0004698,SAVINGS,BR0098,2013-05-08,227365.42,203787.59,INR,ACTIVE,N,2024-03-25
ACC000003572,CUST0003010,SALARY,BR0053,2021-05-11,82714.85,47308.35,INR,ACTIVE,N,2025-03-21
ACC000003573,CUST0008368,CURRENT,BR0091,2022-02-05,97574.44,71596.42,INR,ACTIVE,N,2023-06-30
ACC000003574,CUST0004404,SAVINGS,BR0046,2019-03-16,103396.31,69688.14,INR,ACTIVE,N,2026-03-01
ACC000003575,CUST0009489,SALARY,BR0016,2014-06-17,117078.38,80339.13,INR,ACTIVE,N,2026-02-27
ACC000003576,CUST0003456,SAVINGS,BR0008,2014-10-31,9789.12,8068.09,INR,ACTIVE,N,2026-02-10
ACC000003577,CUST0007907,SAVINGS,BR0014,2013-06-27,121631.26,84432.42,INR,ACTIVE,N,2023-11-30
ACC000003578,CUST0003571,FIXED_DEPOSIT,BR0107,2013-07-13,100492.51,67927.06,INR,ACTIVE,N,2025-12-21
ACC000003579,CUST0000974,SALARY,BR0040,2024-05-11,22935.56,15779.02,INR,ACTIVE,N,2026-02-07
ACC000003580,CUST0009504,SALARY,BR0090,2014-01-12,184261.29,136371.07,INR,ACTIVE,N,2024-05-19
ACC000003581,CUST0006849,SAVINGS,BR0073,2023-03-27,36660.1,29454.43,INR,ACTIVE,N,2024-07-23
ACC000003582,CUST0008240,SALARY,BR0086,2019-11-30,105504.34,96396.76,INR,ACTIVE,N,2024-04-11
ACC000003583,CUST0008399,SAVINGS,BR0009,2021-04-01,89699.1,65965.62,INR,ACTIVE,N,2024-10-26
ACC000003584,CUST0000758,CURRENT,BR0052,2015-06-07,34303.0,19859.85,INR,ACTIVE,N,2024-01-14
ACC000003585,CUST0007443,SAVINGS,BR0028,2016-11-25,250400.27,245162.23,INR,ACTIVE,N,2025-11-28
ACC000003586,CUST0006075,SAVINGS,BR0029,2022-04-01,188133.0,141857.1,INR,BLOCKED,Y,2025-01-25
ACC000003587,CUST0002224,SAVINGS,BR0083,2015-03-20,266110.46,222338.24,INR,ACTIVE,N,2024-08-07
ACC000003588,CUST0000727,CURRENT,BR0114,2022-04-15,88902.3,39150.56,INR,ACTIVE,N,2024-05-24
ACC000003589,CUST0002591,CURRENT,BR0081,2016-07-18,197660.79,174002.39,INR,ACTIVE,N,2023-02-28
ACC000003590,CUST0006883,SAVINGS,BR0054,2015-11-29,110667.18,67248.14,INR,ACTIVE,N,2024-07-26
ACC000003591,CUST0006000,SAVINGS,BR0084,2026-04-17,32606.69,18736.73,INR,DORMANT,N,2026-07-24
ACC000003592,CUST0004977,SAVINGS,BR0064,2014-09-19,8740.62,7902.23,INR,BLOCKED,Y,2024-06-10
ACC000003593,CUST0002206,SAVINGS,BR0010,2024-07-20,86223.12,64573.69,INR,ACTIVE,N,2025-02-17
ACC000003594,CUST0002059,SAVINGS,BR0005,2023-08-07,16051.41,8227.84,INR,CLOSED,N,2024-10-24
ACC000003595,CUST0008421,SAVINGS,BR0114,2024-07-25,99300.3,60912.58,INR,ACTIVE,N,2025-05-29
ACC000003596,CUST0008143,SAVINGS,BR0060,2016-07-01,64419.23,25658.08,INR,ACTIVE,N,2024-11-25
ACC000003597,CUST0008410,SAVINGS,BR0106,2015-07-10,56763.96,53461.27,INR,ACTIVE,N,2026-07-08
ACC000003598,CUST0007854,SAVINGS,BR0083,2023-11-20,46563.81,17236.42,INR,ACTIVE,N,2025-09-01
ACC000003599,CUST0004588,SAVINGS,BR0114,2015-12-09,99690.23,68496.31,INR,ACTIVE,N,2024-11-29
ACC000003600,CUST0003764,CURRENT,BR0066,2016-09-16,60959.97,45982.66,INR,ACTIVE,N,2023-07-28
ACC000003601,CUST0001789,SAVINGS,BR0118,2018-08-14,39417.05,27112.17,INR,ACTIVE,N,2024-06-10
ACC000003602,CUST0003285,SAVINGS,BR0053,2020-02-07,56527.91,40030.43,INR,ACTIVE,N,2023-12-08
ACC000003603,CUST0008166,SAVINGS,BR0069,2019-07-26,245018.18,232942.34,INR,ACTIVE,N,2024-11-29
ACC000003604,CUST0002360,SAVINGS,BR0017,2017-12-30,63922.33,52390.03,INR,ACTIVE,N,2026-02-10
ACC000003605,CUST0006653,FIXED_DEPOSIT,BR0033,2014-05-09,60844.82,50353.2,EUR,ACTIVE,N,2025-01-22
ACC000003606,CUST0000969,SAVINGS,BR0071,2014-05-06,132135.76,97104.67,INR,ACTIVE,N,2024-09-11
ACC000003607,CUST0007541,SAVINGS,BR0103,2021-09-30,56753.72,18453.21,INR,ACTIVE,N,2023-06-22
ACC000003608,CUST0001220,CURRENT,BR0076,2014-02-03,112523.75,72394.82,INR,ACTIVE,N,2025-01-20
ACC000003609,CUST0004422,SAVINGS,BR0037,2024-09-30,78219.15,75061.87,INR,ACTIVE,N,2026-02-14
ACC000003610,CUST0006546,FIXED_DEPOSIT,BR0070,2023-08-06,53468.1,41709.23,INR,ACTIVE,N,2026-03-14
ACC000003611,CUST0006765,SAVINGS,BR0087,2017-12-01,71879.53,30132.59,INR,ACTIVE,N,2024-08-24
ACC000003612,CUST0009431,SAVINGS,BR0001,2014-03-24,26617.04,3445.74,INR,CLOSED,N,2023-02-03
ACC000003613,CUST0001840,SALARY,BR0067,2015-08-13,148236.02,120995.94,INR,ACTIVE,N,2024-01-17
ACC000003614,CUST0009841,FIXED_DEPOSIT,BR0116,2025-03-18,73275.16,66710.8,INR,ACTIVE,N,2025-11-30
ACC000003615,CUST0000670,SALARY,BR0090,2024-03-20,25754.86,14722.1,INR,ACTIVE,N,2024-07-20
ACC000003616,CUST0000002,SAVINGS,BR0103,2016-12-28,108648.05,93208.6,INR,ACTIVE,N,2026-03-13
ACC000003617,CUST0001458,SALARY,BR0042,2025-06-22,123100.66,98176.25,USD,ACTIVE,N,2026-05-28
ACC000003618,CUST0009075,SAVINGS,BR0041,2017-04-17,166298.97,128531.8,INR,ACTIVE,N,2023-11-05
ACC000003619,CUST0002526,SALARY,BR0030,2023-02-20,14656.77,1555.72,EUR,ACTIVE,N,2026-06-29
ACC000003620,CUST0004143,SAVINGS,BR0079,2018-08-14,97830.51,67602.05,INR,ACTIVE,N,2025-08-11
ACC000003621,CUST0008472,CURRENT,BR0038,2019-11-22,224048.99,211167.1,INR,ACTIVE,N,2023-05-25
ACC000003622,CUST0009825,CURRENT,BR0006,2020-03-31,255842.49,241248.88,INR,DORMANT,N,2024-04-20
ACC000003623,CUST0001347,SAVINGS,BR0098,2019-12-14,37854.82,21931.32,INR,ACTIVE,N,2024-09-01
ACC000003624,CUST0000414,SAVINGS,BR0010,2020-09-25,20820.21,6992.01,INR,ACTIVE,N,2026-04-04
ACC000003625,CUST0002509,SAVINGS,BR0108,2013-12-22,502956.0,456202.44,INR,ACTIVE,N,2023-05-17
ACC000003626,CUST0004815,CURRENT,BR0120,2018-03-29,68988.56,65643.24,INR,ACTIVE,N,2023-07-29
ACC000003627,CUST0000811,CURRENT,BR0088,2016-12-25,53116.07,18046.09,INR,ACTIVE,N,2024-04-28
ACC000003628,CUST0004271,FIXED_DEPOSIT,BR0102,2015-03-20,11385.69,7220.54,INR,ACTIVE,N,2025-06-09
ACC000003629,CUST0007283,SAVINGS,BR0117,2025-08-26,63946.32,40249.81,INR,ACTIVE,N,2025-09-13
ACC000003630,CUST0000635,SAVINGS,BR0071,2015-03-13,44992.95,39639.92,INR,ACTIVE,N,2024-05-09
ACC000003631,CUST0000347,SAVINGS,BR0073,2016-04-25,41276.98,24655.81,INR,ACTIVE,N,2024-02-22
ACC000003632,CUST0001644,SAVINGS,BR0048,2017-07-30,30393.05,24240.31,INR,DORMANT,N,2023-01-26
ACC000003633,CUST0005304,SAVINGS,BR0044,2026-06-14,18572.29,2010.48,INR,ACTIVE,N,2026-06-22
ACC000003634,CUST0008122,SAVINGS,BR0108,2016-09-05,19737.17,15566.07,INR,ACTIVE,N,2024-07-03
ACC000003635,CUST0003303,SALARY,BR0095,2023-06-08,66215.56,43633.5,EUR,ACTIVE,N,2023-08-02
ACC000003636,CUST0008544,SAVINGS,BR0027,2017-12-26,23349.34,4055.41,INR,ACTIVE,N,2024-09-24
ACC000003637,CUST0005556,FIXED_DEPOSIT,BR0113,2021-01-10,349749.06,305100.97,INR,ACTIVE,N,2025-04-20
ACC000003638,CUST0002709,SALARY,BR0039,2016-08-30,46711.43,14082.29,INR,ACTIVE,N,2025-10-22
ACC000003639,CUST0004441,SAVINGS,BR0050,2026-06-26,14799.19,11765.06,INR,ACTIVE,N,2026-07-08
ACC000003640,CUST0000228,SAVINGS,BR0056,2025-11-10,216142.7,200073.29,INR,ACTIVE,N,2026-06-25
ACC000003641,CUST0007258,SAVINGS,BR0003,2022-01-12,39987.05,17072.13,INR,ACTIVE,N,2025-12-09
ACC000003642,CUST0007186,SAVINGS,BR0113,2024-01-12,116479.54,83966.4,INR,ACTIVE,N,2024-12-07
ACC000003643,CUST0002005,SAVINGS,BR0062,2016-07-06,35568.65,16368.46,INR,ACTIVE,N,2023-11-27
ACC000003644,CUST0000027,SAVINGS,BR0054,2020-08-02,94565.57,94232.56,INR,ACTIVE,N,2024-11-30
ACC000003645,CUST0003459,SAVINGS,BR0085,2016-10-22,204150.56,156035.19,INR,ACTIVE,N,2025-11-17
ACC000003646,CUST0004185,SAVINGS,BR0099,2019-01-22,73382.51,48939.2,INR,ACTIVE,N,2024-02-10
ACC000003647,CUST0009751,SAVINGS,BR0030,2020-05-05,46299.48,30859.29,INR,ACTIVE,N,2023-04-10
ACC000003648,CUST0001286,SALARY,BR0079,2021-07-25,29241.14,23086.83,INR,CLOSED,N,2023-02-27
ACC000003649,CUSTX5559,SAVINGS,BR0039,2017-12-17,40327.19,31713.76,INR,ACTIVE,N,2024-05-27
ACC000003650,CUST0007325,SAVINGS,BR0103,2025-07-04,497328.01,474043.12,INR,ACTIVE,N,2025-12-02
ACC000003651,CUST0000915,SAVINGS,BR0076,2022-04-20,68222.29,61689.95,INR,ACTIVE,N,2023-05-04
ACC000003652,CUST0007906,SAVINGS,BR0104,2019-07-14,168110.05,147045.59,INR,ACTIVE,N,2024-04-21
ACC000003653,CUST0007039,SALARY,BR0113,2024-08-16,71382.54,58378.47,INR,ACTIVE,N,2024-09-03
ACC000003654,CUST0007534,SAVINGS,BR0069,2013-01-03,141505.84,116727.25,INR,ACTIVE,N,2023-06-29
ACC000003655,CUST0003555,SAVINGS,BR0084,2023-08-15,39291.81,29166.86,INR,ACTIVE,N,2023-12-15
ACC000003656,CUST0001586,SAVINGS,BR0099,2014-12-24,21821.63,5433.11,INR,ACTIVE,N,2025-03-02
ACC000003657,CUST0008769,SAVINGS,BR0082,2020-12-15,35849.1,4343.34,INR,ACTIVE,N,2025-06-30
ACC000003658,CUST0000054,SAVINGS,BR0114,2014-01-19,45685.22,17823.29,INR,DORMANT,N,2025-05-10
ACC000003659,CUST0004609,SAVINGS,BR0038,2013-09-06,12756.73,4118.16,INR,ACTIVE,N,2024-04-15
ACC000003660,CUST0004610,CURRENT,BR0010,2019-10-13,35479.9,23106.08,INR,DORMANT,N,2024-10-11
ACC000003661,CUST0004564,CURRENT,BR0068,2020-12-05,44965.9,28969.36,INR,ACTIVE,N,2024-09-03
ACC000003662,CUST0000978,SAVINGS,BR0110,2017-05-16,18554.36,11070.68,INR,ACTIVE,N,2024-09-28
ACC000003663,CUST0007371,SAVINGS,BR0057,2021-08-07,920068.8,883434.36,INR,ACTIVE,N,2023-11-03
ACC000003664,CUST0000605,SAVINGS,BR0086,2017-08-12,823261.73,778687.27,INR,ACTIVE,N,2023-05-20
ACC000003665,CUST0000201,SAVINGS,BR0006,2017-07-30,40522.29,29922.76,INR,ACTIVE,N,2025-04-19
ACC000003666,CUST0002581,SAVINGS,BR0120,2017-10-03,102671.94,63317.96,INR,ACTIVE,N,2025-11-03
ACC000003667,CUST0006850,SALARY,BR0061,2013-03-06,102686.48,90994.53,INR,ACTIVE,N,2026-03-30
ACC000003668,CUST0002386,SAVINGS,BR0074,2021-06-14,58493.0,19402.99,INR,ACTIVE,N,2024-04-27
