customer_id,customer_name,customer_segment,age_group,city,state,occupation,annual_income_inr,risk_category,kyc_status,customer_since,customer_status
CUST0002389,Aarav Joshi,PREMIUM,18-25,Bhubaneswar,Odisha,Student,4343648,MEDIUM,PENDING,2013-10-09,ACTIVE
CUST0002390,Ishaan Joshi,RETAIL,18-25,Chennai,Tamil Nadu,Business Owner,1036849,LOW,VERIFIED,2023-07-14,ACTIVE
CUST0002391,Meera Sharma,SME,60+,Indore,Madhya Pradesh,Student,6881989,MEDIUM,VERIFIED,2024-04-17,ACTIVE
CUST0002392,Aanya Das,RETAIL,60+,New Delhi,Delhi,Student,429347,HIGH,VERIFIED,2015-01-02,ACTIVE
CUST0002393,Meera Reddy,RETAIL,18-25,Lucknow,Uttar Pradesh,Professional,632174,LOW,VERIFIED,2021-11-07,ACTIVE
CUST0002394,Priya Joshi,RETAIL,46-60,Lucknow,Uttar Pradesh,Retired,933701,LOW,VERIFIED,2014-08-03,ACTIVE
CUST0002395,Rahul Kapoor,RETAIL,46-60,Ahmedabad,Gujarat,Professional,804417,LOW,VERIFIED,2012-10-04,ACTIVE
CUST0002396,Aanya Nair,PREMIUM,26-35,Bhubaneswar,Odisha,Business Owner,4624932,HIGH,VERIFIED,2020-02-03,ACTIVE
CUST0002397,Krishna Mehta,PREMIUM,60+,Lucknow,Uttar Pradesh,Homemaker,4521670,LOW,VERIFIED,2018-11-13,ACTIVE
CUST0002398,Krishna Gupta,RETAIL,46-60,Kochi,Kerala,Student,1671392,LOW,VERIFIED,2015-11-20,CLOSED
CUST0002399,Aditya Yadav,RETAIL,18-25,Indore,Madhya Pradesh,Student,893427,LOW,VERIFIED,2019-07-12,ACTIVE
CUST0002400,Vivaan Das,SME,26-35,Mumbai,Maharashtra,Self-Employed,7890375,LOW,VERIFIED,2015-11-17,ACTIVE
CUST0002401,Vivaan Joshi,SME,36-45,New Delhi,Delhi,Professional,4281722,LOW,VERIFIED,2012-07-13,ACTIVE
CUST0002402,Vivaan Mehta,SME,18-25,Kolkata,West Bengal,Business Owner,3630990,MEDIUM,VERIFIED,2025-06-16,DORMANT
CUST0002403,Sai Sharma,RETAIL,18-25,New Delhi,Delhi,Self-Employed,590422,LOW,VERIFIED,2024-10-09,ACTIVE
CUST0002404,Aanya Das,RETAIL,46-60,Lucknow,Uttar Pradesh,Salaried,508593,LOW,PENDING,2024-06-05,ACTIVE
CUST0002405,Arjun Rao,RETAIL,46-60,Kolkata,West Bengal,Business Owner,381226,MEDIUM,VERIFIED,2024-05-01,ACTIVE
CUST0002406,Sneha Sharma,RETAIL,60+,Kochi,Kerala,Self-Employed,350819,MEDIUM,VERIFIED,2025-10-18,ACTIVE
CUST0002407,Priya Patel,RETAIL,60+,Jaipur,Rajasthan,Professional,1576119,MEDIUM,VERIFIED,2020-05-12,DORMANT
CUST0002408,Pooja Das,RETAIL,36-45,New Delhi,Delhi,Professional,1622588,LOW,VERIFIED,2013-02-20,ACTIVE
CUST0002409,Riya Nair,RETAIL,26-35,Indore,Madhya Pradesh,Salaried,1254884,LOW,VERIFIED,2019-11-09,ACTIVE
CUST0002410,Diya Joshi,RETAIL,60+,Kolkata,West Bengal,Salaried,368951,LOW,VERIFIED,2017-02-26,ACTIVE
CUST0002411,Aanya Rao,RETAIL,26-35,Indore,Madhya Pradesh,Homemaker,1203085,HIGH,VERIFIED,2025-04-07,ACTIVE
CUST0002412,Vivaan Iyer,PREMIUM,18-25,Mumbai,Maharashtra,Retired,2654119,LOW,PENDING,2018-09-12,ACTIVE
CUST0002413,Ishaan Khan,RETAIL,26-35,Chennai,Tamil Nadu,Homemaker,608394,HIGH,VERIFIED,2024-03-09,ACTIVE
CUST0002414,Isha Das,PREMIUM,36-45,Lucknow,Uttar Pradesh,Retired,4593486,LOW,VERIFIED,2020-04-22,ACTIVE
CUST0002415,Pooja Das,RETAIL,36-45,Hyderabad,Telangana,Homemaker,991103,HIGH,VERIFIED,2019-05-12,ACTIVE
CUST0002416,Krishna Das,RETAIL,18-25,Lucknow,Uttar Pradesh,Student,646690,MEDIUM,VERIFIED,2023-12-18,ACTIVE
CUST0002417,Neha Gupta,RETAIL,60+,Chennai,Tamil Nadu,Professional,1787104,MEDIUM,VERIFIED,2012-03-23,DORMANT
CUST0002418,Aarav Singh,CORPORATE,46-60,Bengaluru,Karnataka,Self-Employed,47614293,LOW,VERIFIED,2012-11-19,ACTIVE
CUST0002419,Vivaan Yadav,RETAIL,18-25,Indore,Madhya Pradesh,Self-Employed,858902,LOW,VERIFIED,2023-07-10,ACTIVE
CUST0002420,Vivaan Rao,RETAIL,46-60,Bhubaneswar,Odisha,Business Owner,1688030,LOW,VERIFIED,2016-07-11,CLOSED
CUST0002421,Vivaan Iyer,RETAIL,26-35,Bengaluru,Karnataka,Professional,1639558,LOW,VERIFIED,2024-08-07,ACTIVE
CUST0002422,Aanya Verma,RETAIL,26-35,Kolkata,West Bengal,Homemaker,1793951,LOW,VERIFIED,2025-03-14,DORMANT
CUST0002423,Sneha Mehta,PREMIUM,26-35,Bengaluru,Karnataka,Self-Employed,4566192,HIGH,VERIFIED,2023-11-30,DORMANT
CUST0002424,Riya Nair,RETAIL,26-35,Kolkata,West Bengal,Retired,1369974,LOW,VERIFIED,2017-03-26,ACTIVE
CUST0002425,Diya Sharma,RETAIL,36-45,Jaipur,Rajasthan,Professional,1037875,LOW,VERIFIED,2022-02-05,ACTIVE
CUST0002426,Aanya Sharma,PREMIUM,60+,Chennai,Tamil Nadu,Retired,2266635,LOW,VERIFIED,2025-11-26,ACTIVE
CUST0002427,Sneha Nair,RETAIL,36-45,Mumbai,Maharashtra,Self-Employed,320759,LOW,VERIFIED,2025-02-25,ACTIVE
CUST0002428,Rohan Kapoor,CORPORATE,60+,Hyderabad,Telangana,Professional,12334641,LOW,VERIFIED,2023-07-17,ACTIVE
CUST0002429,Aditya Yadav,PREMIUM,46-60,Lucknow,Uttar Pradesh,Business Owner,2049100,LOW,VERIFIED,2022-12-16,ACTIVE
CUST0002430,Sai Mehta,RETAIL,46-60,Bengaluru,Karnataka,Student,1795251,LOW,VERIFIED,2024-03-09,ACTIVE
CUST0002431,Arjun Das,RETAIL,26-35,Kolkata,West Bengal,Student,345451,LOW,VERIFIED,2022-11-18,ACTIVE
CUST0002432,Karan Sharma,RETAIL,60+,Hyderabad,Telangana,Student,666684,MEDIUM,VERIFIED,2019-12-14,ACTIVE
CUST0002433,Pooja Joshi,RETAIL,26-35,Kochi,Kerala,Student,491030,LOW,VERIFIED,2014-12-25,ACTIVE
CUST0002434,Meera Sharma,SME,36-45,Bengaluru,Karnataka,Student,4172720,MEDIUM,REJECTED,2015-11-09,ACTIVE
CUST0002435,Aarav Yadav,RETAIL,36-45,Kolkata,West Bengal,Salaried,263813,LOW,VERIFIED,2013-03-27,ACTIVE
CUST0002436,Isha Kapoor,RETAIL,60+,Chennai,Tamil Nadu,Retired,1030076,LOW,VERIFIED,2014-10-30,ACTIVE
CUST0002437,Priya Verma,RETAIL,60+,Kolkata,West Bengal,Salaried,942652,LOW,VERIFIED,2019-02-12,ACTIVE
CUST0002438,Sai Das,RETAIL,36-45,Jaipur,Rajasthan,Business Owner,1072522,LOW,VERIFIED,2025-03-18,CLOSED
CUST0002439,Isha Reddy,RETAIL,46-60,Jaipur,Rajasthan,Salaried,1121766,MEDIUM,VERIFIED,2020-05-21,ACTIVE
CUST0002440,Riya Iyer,SME,60+,Indore,Madhya Pradesh,Professional,809576,LOW,VERIFIED,2023-03-02,ACTIVE
CUST0002441,Isha Mehta,RETAIL,36-45,Mumbai,Maharashtra,Business Owner,1315111,LOW,VERIFIED,2017-07-30,ACTIVE
CUST0002442,Arjun Sharma,RETAIL,26-35,New Delhi,Delhi,Retired,708315,LOW,VERIFIED,2026-03-25,ACTIVE
CUST0002443,Krishna Kapoor,RETAIL,18-25,Indore,Madhya Pradesh,Self-Employed,1186550,LOW,PENDING,2016-10-12,ACTIVE
CUST0002444,Riya Khan,SME,46-60,Mumbai,Maharashtra,Salaried,4343984,MEDIUM,VERIFIED,2014-09-09,BLOCKED
CUST0002445,Krishna Singh,RETAIL,26-35,Mumbai,Maharashtra,Business Owner,798387,HIGH,VERIFIED,2025-05-12,ACTIVE
CUST0002446,Sai Yadav,RETAIL,60+,Lucknow,Uttar Pradesh,Salaried,1061008,LOW,VERIFIED,2013-12-12,ACTIVE
CUST0002447,Vivaan Nair,RETAIL,18-25,New Delhi,Delhi,Salaried,1589313,HIGH,VERIFIED,2014-10-07,ACTIVE
CUST0002448,Riya Nair,SME,46-60,Bengaluru,Karnataka,Self-Employed,900885,LOW,VERIFIED,2019-10-31,ACTIVE
CUST0002449,Sneha Yadav,RETAIL,26-35,Chennai,Tamil Nadu,Retired,1603538,HIGH,VERIFIED,2018-07-04,ACTIVE
CUST0002450,Karan Reddy,RETAIL,46-60,Lucknow,Uttar Pradesh,Retired,1214211,LOW,VERIFIED,2025-12-15,BLOCKED
CUST0002451,Krishna Singh,PREMIUM,36-45,Hyderabad,Telangana,Student,2850564,HIGH,VERIFIED,2015-01-01,ACTIVE
CUST0002452,Neha Gupta,RETAIL,26-35,Mumbai,Maharashtra,Self-Employed,1246224,LOW,VERIFIED,2015-06-09,ACTIVE
CUST0002453,Sneha Das,RETAIL,26-35,Mumbai,Maharashtra,Retired,1105470,LOW,VERIFIED,2015-01-19,ACTIVE
CUST0002454,Neha Yadav,RETAIL,18-25,Jaipur,Rajasthan,Homemaker,550921,LOW,VERIFIED,2022-10-12,ACTIVE
CUST0002455,Aarav Rao,PREMIUM,36-45,New Delhi,Delhi,Professional,2880039,MEDIUM,PENDING,2025-07-23,ACTIVE
CUST0002456,Sneha Gupta,RETAIL,36-45,Kolkata,West Bengal,Retired,1291886,LOW,VERIFIED,2025-11-16,ACTIVE
CUST0002457,Rohan Patel,RETAIL,36-45,Mumbai,Maharashtra,Retired,658199,HIGH,VERIFIED,2017-12-16,ACTIVE
CUST0002458,Aarav Rao,SME,46-60,Bengaluru,Karnataka,Retired,2856037,MEDIUM,VERIFIED,2019-10-06,ACTIVE
CUST0002459,Sneha Patel,RETAIL,46-60,Chennai,Tamil Nadu,Retired,1060970,LOW,VERIFIED,2026-05-20,ACTIVE
CUST0002460,Pooja Nair,CORPORATE,26-35,New Delhi,Delhi,Salaried,47119195,LOW,VERIFIED,2016-10-06,ACTIVE
CUST0002461,Riya Singh,RETAIL,36-45,Lucknow,Uttar Pradesh,Self-Employed,1329313,MEDIUM,VERIFIED,2013-12-25,ACTIVE
CUST0002462,Neha Rao,RETAIL,46-60,Bengaluru,Karnataka,Student,680528,MEDIUM,VERIFIED,2019-09-27,ACTIVE
CUST0002463,Meera Kapoor,SME,60+,Ahmedabad,Gujarat,Student,4054669,LOW,VERIFIED,2024-10-27,ACTIVE
CUST0002464,Rahul Nair,RETAIL,46-60,Lucknow,Uttar Pradesh,Business Owner,529793,MEDIUM,VERIFIED,2022-11-21,ACTIVE
CUST0002465,Aarav Iyer,RETAIL,18-25,Jaipur,Rajasthan,Business Owner,1420143,MEDIUM,VERIFIED,2017-02-02,ACTIVE
CUST0002466,Rohan Singh,RETAIL,26-35,New Delhi,Delhi,Business Owner,1028824,LOW,PENDING,2024-07-29,ACTIVE
CUST0002467,Aarav Reddy,PREMIUM,46-60,Kolkata,West Bengal,Salaried,3714630,LOW,VERIFIED,2016-11-22,ACTIVE
CUST0002468,Aarav Yadav,RETAIL,36-45,Hyderabad,Telangana,Self-Employed,356483,MEDIUM,VERIFIED,2017-09-28,CLOSED
CUST0002469,Neha Verma,RETAIL,46-60,Indore,Madhya Pradesh,Self-Employed,525014,LOW,VERIFIED,2016-07-24,ACTIVE
CUST0002470,Sai Verma,SME,60+,Kolkata,West Bengal,Business Owner,5261804,LOW,VERIFIED,2022-05-16,ACTIVE
CUST0002471,Karan Verma,PREMIUM,36-45,Mumbai,Maharashtra,Salaried,2480048,MEDIUM,PENDING,2013-06-17,ACTIVE
CUST0002472,Neha Reddy,SME,26-35,Mumbai,Maharashtra,Homemaker,5535667,LOW,VERIFIED,2012-02-17,ACTIVE
CUST0002473,Sneha Das,RETAIL,18-25,Hyderabad,Telangana,Professional,561216,LOW,VERIFIED,2020-08-02,ACTIVE
CUST0002474,Aarav Singh,RETAIL,36-45,Kochi,Kerala,Professional,1417933,MEDIUM,VERIFIED,2021-10-12,ACTIVE
CUST0002475,Arjun Mehta,RETAIL,46-60,Hyderabad,Telangana,Professional,496601,LOW,VERIFIED,2022-04-08,ACTIVE
CUST0002476,Sneha Khan,RETAIL,60+,Indore,Madhya Pradesh,Business Owner,580390,MEDIUM,VERIFIED,2020-06-16,ACTIVE
CUST0002477,Neha Singh,RETAIL,46-60,Kochi,Kerala,Professional,1659647,LOW,PENDING,2023-06-10,ACTIVE
CUST0002478,Rahul Sharma,RETAIL,26-35,New Delhi,Delhi,Student,1195782,LOW,VERIFIED,2025-11-29,ACTIVE
CUST0002479,Arjun Sharma,RETAIL,36-45,Hyderabad,Telangana,Business Owner,877979,MEDIUM,PENDING,2018-12-24,ACTIVE
CUST0002480,Krishna Rao,PREMIUM,26-35,Chennai,Tamil Nadu,Student,2094006,LOW,VERIFIED,2024-10-01,ACTIVE
CUST0002481,Aanya Iyer,RETAIL,36-45,New Delhi,Delhi,Business Owner,1381121,LOW,VERIFIED,2013-05-06,ACTIVE
CUST0002482,Karan Mehta,RETAIL,26-35,Ahmedabad,Gujarat,Self-Employed,1139631,LOW,VERIFIED,2022-02-09,ACTIVE
CUST0002483,Aarav Iyer,RETAIL,26-35,New Delhi,Delhi,Student,768045,LOW,VERIFIED,2019-06-19,ACTIVE
CUST0002484,Karan Singh,RETAIL,18-25,Kochi,Kerala,Retired,799443,LOW,VERIFIED,2015-08-26,ACTIVE
CUST0002485,Aanya Khan,RETAIL,36-45,Chennai,Tamil Nadu,Retired,1482851,MEDIUM,VERIFIED,2012-08-13,DORMANT
CUST0002486,Rohan Kapoor,RETAIL,26-35,Hyderabad,Telangana,Homemaker,426425,LOW,REJECTED,2021-11-20,ACTIVE
CUST0002487,Aditya Das,RETAIL,36-45,Chennai,Tamil Nadu,Student,826316,LOW,VERIFIED,2021-12-23,ACTIVE
CUST0002488,Aarav Rao,RETAIL,46-60,Jaipur,Rajasthan,Business Owner,1241932,LOW,VERIFIED,2017-08-20,ACTIVE
CUST0002489,Meera Verma,RETAIL,26-35,Kochi,Kerala,Self-Employed,676832,MEDIUM,VERIFIED,2025-06-06,ACTIVE
CUST0002490,Arjun Rao,PREMIUM,46-60,Mumbai,Maharashtra,Self-Employed,4727916,MEDIUM,VERIFIED,2012-03-22,ACTIVE
CUST0002491,Vivaan Iyer,RETAIL,46-60,Kolkata,West Bengal,Retired,1761440,MEDIUM,VERIFIED,2024-01-26,ACTIVE
CUST0002492,Ananya Singh,RETAIL,26-35,Hyderabad,Telangana,Retired,728445,MEDIUM,VERIFIED,2023-06-30,ACTIVE
CUST0002493,Sai Rao,RETAIL,18-25,New Delhi,Delhi,Retired,294786,LOW,VERIFIED,2021-07-23,ACTIVE
CUST0002494,Aanya Das,RETAIL,26-35,Chennai,Tamil Nadu,Homemaker,1557572,LOW,VERIFIED,2021-08-08,ACTIVE
CUST0002495,Rahul Kapoor,RETAIL,26-35,Jaipur,Rajasthan,Professional,1330027,MEDIUM,VERIFIED,2024-07-25,ACTIVE
CUST0002496,Aditya Mehta,SME,18-25,Bengaluru,Karnataka,Retired,956861,LOW,VERIFIED,2015-03-12,ACTIVE
CUST0002497,Karan Nair,CORPORATE,60+,Indore,Madhya Pradesh,Salaried,48738185,LOW,VERIFIED,2024-09-07,ACTIVE
CUST0002498,Neha Yadav,RETAIL,18-25,New Delhi,Delhi,Retired,916055,LOW,VERIFIED,2020-03-08,ACTIVE
CUST0002499,Aditya Mehta,RETAIL,46-60,Chennai,Tamil Nadu,Homemaker,1245960,LOW,VERIFIED,2014-10-08,ACTIVE
CUST0002500,Aditya Gupta,PREMIUM,26-35,Jaipur,Rajasthan,Business Owner,3455156,MEDIUM,VERIFIED,2018-07-14,ACTIVE
CUST0002501,Priya Verma,CORPORATE,26-35,Ahmedabad,Gujarat,Student,29128323,LOW,VERIFIED,2021-07-28,ACTIVE
CUST0002502,Isha Mehta,PREMIUM,18-25,Chennai,Tamil Nadu,Homemaker,3172806,LOW,VERIFIED,2023-09-28,ACTIVE
CUST0002503,Krishna Joshi,RETAIL,46-60,New Delhi,Delhi,Student,1169255,LOW,PENDING,2019-10-20,ACTIVE
CUST0002504,Ananya Kapoor,RETAIL,60+,Indore,Madhya Pradesh,Homemaker,783454,LOW,VERIFIED,2020-12-22,ACTIVE
CUST0002505,Ishaan Yadav,SME,46-60,Hyderabad,Telangana,Salaried,5932441,MEDIUM,VERIFIED,2014-09-14,ACTIVE
CUST0002506,Rohan Singh,RETAIL,46-60,Hyderabad,Telangana,Retired,310427,MEDIUM,VERIFIED,2018-04-27,ACTIVE
CUST0002507,Aarav Kapoor,RETAIL,60+,Jaipur,Rajasthan,Business Owner,1391240,MEDIUM,REJECTED,2012-12-30,ACTIVE
CUST0002508,Rohan Iyer,RETAIL,46-60,Ahmedabad,Gujarat,Self-Employed,1694566,MEDIUM,EXPIRED,2022-08-17,CLOSED
CUST0002509,Diya Joshi,RETAIL,36-45,Lucknow,Uttar Pradesh,Homemaker,1731623,LOW,EXPIRED,2016-01-13,ACTIVE
CUST0002510,Meera Mehta,PREMIUM,46-60,Lucknow,Uttar Pradesh,Self-Employed,4929981,LOW,VERIFIED,2015-05-02,ACTIVE
CUST0002511,Isha Khan,RETAIL,60+,New Delhi,Delhi,Salaried,531096,MEDIUM,VERIFIED,2021-03-12,ACTIVE
CUST0002512,Vivaan Iyer,RETAIL,36-45,Indore,Madhya Pradesh,Self-Employed,471164,LOW,PENDING,2025-09-27,BLOCKED
CUST0002513,Priya Reddy,SME,26-35,Bengaluru,Karnataka,Professional,9400663,HIGH,VERIFIED,2020-07-04,DORMANT
CUST0002514,Riya Nair,RETAIL,18-25,Kochi,Kerala,Homemaker,1032156,LOW,VERIFIED,2015-04-03,ACTIVE
CUST0002515,Aanya Nair,PREMIUM,18-25,Indore,Madhya Pradesh,Business Owner,2842411,LOW,VERIFIED,2024-09-07,ACTIVE
CUST0002516,Rahul Das,RETAIL,18-25,Chennai,Tamil Nadu,Retired,1065439,MEDIUM,VERIFIED,2015-08-02,ACTIVE
CUST0002517,Sai Sharma,RETAIL,60+,Ahmedabad,Gujarat,Salaried,563327,MEDIUM,VERIFIED,2025-02-15,ACTIVE
CUST0002518,Vivaan Khan,SME,46-60,Bengaluru,Karnataka,Professional,2250679,LOW,REJECTED,2021-12-25,ACTIVE
CUST0002519,Arjun Das,RETAIL,36-45,Lucknow,Uttar Pradesh,Business Owner,529938,HIGH,EXPIRED,2014-02-23,ACTIVE
CUST0002520,Arjun Verma,RETAIL,36-45,Ahmedabad,Gujarat,Salaried,454432,LOW,VERIFIED,2018-09-18,ACTIVE
CUST0002521,Krishna Kapoor,RETAIL,46-60,Ahmedabad,Gujarat,Retired,917552,MEDIUM,EXPIRED,2015-12-05,CLOSED
CUST0002522,Priya Nair,RETAIL,60+,Jaipur,Rajasthan,Homemaker,601759,LOW,VERIFIED,2018-09-24,ACTIVE
CUST0002523,Pooja Rao,CORPORATE,26-35,Bhubaneswar,Odisha,Student,44947745,MEDIUM,VERIFIED,2013-09-24,ACTIVE
CUST0002524,Rohan Patel,RETAIL,18-25,Lucknow,Uttar Pradesh,Retired,917642,LOW,REJECTED,2012-07-05,ACTIVE
CUST0002525,Ishaan Verma,SME,26-35,Indore,Madhya Pradesh,Homemaker,4129228,LOW,VERIFIED,2018-11-03,ACTIVE
CUST0002526,Arjun Joshi,RETAIL,60+,Hyderabad,Telangana,Retired,1432366,LOW,VERIFIED,2013-04-01,ACTIVE
CUST0002527,Pooja Rao,RETAIL,60+,New Delhi,Delhi,Salaried,884245,MEDIUM,VERIFIED,2021-09-08,ACTIVE
CUST0002528,Ishaan Das,RETAIL,18-25,Kochi,Kerala,Professional,1389957,MEDIUM,VERIFIED,2024-08-07,ACTIVE
CUST0002529,Sai Nair,RETAIL,46-60,Jaipur,Rajasthan,Homemaker,1237280,MEDIUM,VERIFIED,2020-01-25,ACTIVE
CUST0002530,Arjun Patel,PREMIUM,18-25,New Delhi,Delhi,Salaried,4842249,MEDIUM,VERIFIED,2015-07-12,DORMANT
CUST0002531,Riya Patel,RETAIL,46-60,New Delhi,Delhi,Professional,1113023,MEDIUM,VERIFIED,2019-05-08,BLOCKED
CUST0002532,Meera Rao,RETAIL,46-60,Hyderabad,Telangana,Self-Employed,1119464,MEDIUM,VERIFIED,2017-12-27,ACTIVE
CUST0002533,Ishaan Gupta,RETAIL,26-35,Kochi,Kerala,Self-Employed,1215506,LOW,VERIFIED,2024-11-05,ACTIVE
CUST0002534,Ishaan Mehta,PREMIUM,36-45,Bengaluru,Karnataka,Homemaker,4470613,LOW,REJECTED,2023-02-06,BLOCKED
CUST0002535,Rahul Das,RETAIL,26-35,Ahmedabad,Gujarat,Homemaker,274378,LOW,VERIFIED,2024-08-21,ACTIVE
CUST0002536,Ishaan Sharma,RETAIL,60+,Bengaluru,Karnataka,Business Owner,1752998,HIGH,VERIFIED,2025-01-06,ACTIVE
CUST0002537,Diya Sharma,RETAIL,46-60,Chennai,Tamil Nadu,Self-Employed,1480438,LOW,VERIFIED,2012-10-20,ACTIVE
CUST0002538,Neha Singh,RETAIL,26-35,Chennai,Tamil Nadu,Retired,584414,LOW,VERIFIED,2023-07-24,BLOCKED
CUST0002539,Neha Singh,RETAIL,36-45,Kochi,Kerala,Student,336423,LOW,VERIFIED,2022-12-10,ACTIVE
CUST0002540,Isha Verma,RETAIL,60+,Mumbai,Maharashtra,Business Owner,978336,LOW,VERIFIED,2023-03-04,ACTIVE
CUST0002541,Krishna Sharma,RETAIL,26-35,Lucknow,Uttar Pradesh,Self-Employed,362769,MEDIUM,VERIFIED,2016-01-18,ACTIVE
CUST0002542,Priya Singh,PREMIUM,46-60,Hyderabad,Telangana,Professional,3827706,MEDIUM,PENDING,2026-06-14,ACTIVE
CUST0002543,Arjun Das,PREMIUM,36-45,Ahmedabad,Gujarat,Salaried,4393308,MEDIUM,VERIFIED,2026-01-24,ACTIVE
CUST0002544,Sneha Singh,RETAIL,36-45,Bengaluru,Karnataka,Self-Employed,1235736,LOW,VERIFIED,2016-03-13,ACTIVE
CUST0002545,Ananya Yadav,RETAIL,60+,Bengaluru,Karnataka,Self-Employed,1478693,LOW,PENDING,2016-05-10,ACTIVE
CUST0002546,Rohan Patel,RETAIL,60+,Jaipur,Rajasthan,Student,720081,LOW,VERIFIED,2024-04-29,ACTIVE
CUST0002547,Neha Singh,RETAIL,46-60,Kochi,Kerala,Retired,1734956,LOW,VERIFIED,2014-08-28,ACTIVE
CUST0002548,Arjun Khan,CORPORATE,36-45,Bhubaneswar,Odisha,Student,16179988,LOW,VERIFIED,2018-03-25,BLOCKED
CUST0002549,Meera Joshi,RETAIL,26-35,Hyderabad,Telangana,Student,806532,LOW,VERIFIED,2025-05-17,ACTIVE
CUST0002550,Riya Sharma,RETAIL,36-45,Kolkata,West Bengal,Student,754027,LOW,VERIFIED,2020-01-06,ACTIVE
CUST0002551,Priya Nair,RETAIL,26-35,Chennai,Tamil Nadu,Business Owner,1313034,LOW,VERIFIED,2018-05-05,ACTIVE
CUST0002552,Rohan Yadav,RETAIL,18-25,Ahmedabad,Gujarat,Self-Employed,1770037,LOW,VERIFIED,2020-01-25,ACTIVE
CUST0002553,Sai Yadav,PREMIUM,26-35,Bengaluru,Karnataka,Homemaker,2104457,LOW,VERIFIED,2024-07-29,ACTIVE
CUST0002554,Rahul Gupta,PREMIUM,36-45,Indore,Madhya Pradesh,Salaried,3235668,MEDIUM,VERIFIED,2022-09-27,ACTIVE
CUST0002555,Aanya Yadav,RETAIL,36-45,Chennai,Tamil Nadu,Retired,970377,MEDIUM,VERIFIED,2021-03-07,ACTIVE
CUST0002556,Riya Joshi,RETAIL,26-35,Chennai,Tamil Nadu,Homemaker,1502681,LOW,VERIFIED,2015-04-01,ACTIVE
CUST0002557,Rahul Gupta,RETAIL,26-35,Indore,Madhya Pradesh,Professional,769090,MEDIUM,VERIFIED,2025-04-10,ACTIVE
CUST0002558,Priya Gupta,CORPORATE,18-25,Jaipur,Rajasthan,Homemaker,28940536,LOW,VERIFIED,2013-01-01,ACTIVE
CUST0002559,Meera Joshi,RETAIL,36-45,Mumbai,Maharashtra,Student,374270,MEDIUM,VERIFIED,2021-11-26,ACTIVE
CUST0002560,Sai Reddy,RETAIL,60+,Chennai,Tamil Nadu,Self-Employed,1722694,LOW,VERIFIED,2014-05-30,ACTIVE
CUST0002561,Meera Patel,RETAIL,46-60,Chennai,Tamil Nadu,Homemaker,906759,MEDIUM,VERIFIED,2021-07-21,DORMANT
CUST0002562,Isha Singh,RETAIL,18-25,Chennai,Tamil Nadu,Professional,1757622,LOW,VERIFIED,2019-03-28,ACTIVE
CUST0002563,Priya Yadav,RETAIL,46-60,Bhubaneswar,Odisha,Professional,859329,LOW,VERIFIED,2024-06-18,ACTIVE
CUST0002564,Riya Nair,RETAIL,36-45,Chennai,Tamil Nadu,Student,1139294,MEDIUM,VERIFIED,2018-09-17,ACTIVE
CUST0002565,Rahul Iyer,RETAIL,60+,Lucknow,Uttar Pradesh,Salaried,1129914,MEDIUM,VERIFIED,2024-03-16,ACTIVE
CUST0002566,Sai Khan,RETAIL,46-60,Lucknow,Uttar Pradesh,Professional,1500392,HIGH,VERIFIED,2020-09-22,ACTIVE
CUST0002567,Ishaan Sharma,RETAIL,60+,Lucknow,Uttar Pradesh,Professional,407225,LOW,VERIFIED,2025-01-13,ACTIVE
CUST0002568,Ishaan Sharma,RETAIL,26-35,Kolkata,West Bengal,Self-Employed,450164,LOW,VERIFIED,2020-04-05,ACTIVE
CUST0002569,Priya Reddy,RETAIL,26-35,Indore,Madhya Pradesh,Professional,1262035,LOW,VERIFIED,2025-06-12,ACTIVE
CUST0002570,Meera Khan,SME,18-25,New Delhi,Delhi,Homemaker,821034,LOW,VERIFIED,2019-07-12,ACTIVE
CUST0002571,Aarav Gupta,SME,36-45,Kochi,Kerala,Student,6719273,LOW,VERIFIED,2019-04-17,ACTIVE
CUST0002572,Rahul Khan,RETAIL,46-60,Jaipur,Rajasthan,Professional,366055,MEDIUM,VERIFIED,2015-08-29,ACTIVE
CUST0002573,Riya Rao,CORPORATE,36-45,Jaipur,Rajasthan,Student,30134408,LOW,VERIFIED,2019-12-01,ACTIVE
CUST0002574,Riya Das,RETAIL,26-35,Ahmedabad,Gujarat,Student,1693775,LOW,VERIFIED,2019-10-27,ACTIVE
CUST0002575,Ishaan Singh,SME,36-45,Indore,Madhya Pradesh,Business Owner,959398,LOW,VERIFIED,2013-04-25,ACTIVE
CUST0002576,Priya Joshi,RETAIL,36-45,Hyderabad,Telangana,Retired,925866,LOW,VERIFIED,2018-04-25,ACTIVE
CUST0002577,Aditya Kapoor,RETAIL,26-35,Kolkata,West Bengal,Professional,1017428,MEDIUM,VERIFIED,2021-05-13,DORMANT
CUST0002578,Diya Iyer,SME,18-25,Bengaluru,Karnataka,Retired,7458905,LOW,VERIFIED,2023-07-22,ACTIVE
CUST0002579,Ananya Sharma,RETAIL,26-35,Bhubaneswar,Odisha,Professional,513485,LOW,VERIFIED,2019-12-04,ACTIVE
CUST0002580,Priya Das,RETAIL,26-35,New Delhi,Delhi,Student,1346090,LOW,VERIFIED,2022-09-14,ACTIVE
CUST0002581,Aanya Nair,RETAIL,18-25,Lucknow,Uttar Pradesh,Business Owner,1415104,LOW,VERIFIED,2020-01-10,ACTIVE
